Column1,cellulose breakdown,chitin breakdown,heteromannan breakdown,xylan and heteroxylan breakdown,xyloglucan breakdown,mixed linkage glucan breakdown,monosaccharide transport,amino sugar transport,amide transport,monocarboxylate transport,protein degradation,free amino acids transport,general,peptide transport,guild_id,mingentime,bin length,afe.median,rel.abund,class,id,totalcazy,color,spherical_equivalent_diameter,r_median,relabund_median,bge_median,J_DE_median
10,0.63028772,0.94543158,0.63028772,2.20600702,0.31514386,0.63028772,0.63028772,0.0,0.0,0.63028772,0.598773334,0.63028772,3.1514386,0.0,2,7.461894179,3.173154,0.167591279,0.018787441,Actinobacteria,H1-16-all-fractions_metab_conc_28,0.892907603,#5254a3,0.827954149,0.044543578849837145,3.078077973427979e-6,NaN,1.295432421789045e-7
11,0.992348661,0.992348661,0.330782887,1.984697322,0.330782887,0.661565774,0.0,0.0,0.0,0.330782887,0.893113795,0.992348661,2.315480209,0.0,2,13.35399351,3.023131,0.086802772,0.012559952,Actinobacteria,H1-16-all-fractions_metab_conc_37,0.882087699,#5254a3,0.827954149,0.08948521289561208,3.884541721187719e-6,0.0228919662860178,1.6885285931542742e-7
12,0.199946694,0.599840083,0.0,0.599840083,0.0,0.0,0.599840083,0.0,0.0,0.399893388,0.559850744,1.199680165,1.799520248,0.199946694,1,8.151370035,5.001333,0.016610498,0.011241501,Actinobacteria,H1-16-all-fractions_metab_conc_39,0.233271143,#5254a3,0.827954149,0.050714268251434824,0.9565721999051872,0.5546498634439893,0.06261430789310636
13,0.616791564,0.616791564,0.154197891,1.696176802,0.770989455,0.308395782,0.616791564,0.154197891,0.0,0.308395782,0.462593673,0.616791564,1.541978911,0.154197891,1,17.86148423,6.485173,0.021865965,0.009178268,Ktedonobacteria,H1-16-all-fractions_metab_conc_42,0.69389051,#7f7f7f,1.081859716,0.06957497806704613,2.187934692699047e-6,NaN,4.0343925896317e-8
14,0.756984698,0.504656465,0.504656465,1.766297628,1.00931293,0.756984698,1.00931293,0.252328233,0.0,0.504656465,0.555122112,1.513969396,1.261641163,0.0,1,3.73066915,3.963092,0.062885979,0.00815954,Actinobacteria,H1-16-all-fractions_metab_conc_51,0.883148814,#5254a3,0.827954149,0.04329582199177252,0.40132496373299875,0.6045041061736209,0.031198361227491388
15,0.750748214,1.126122322,0.375374107,1.126122322,0.375374107,0.375374107,0.375374107,0.0,0.0,0.375374107,0.938435268,0.750748214,2.627618751,0.375374107,3,8.584872802,2.664009,0.010661904,0.03683026,Thermoleophilia,H1-16-all-fractions_metab_conc_57,0.688185863,#d62728,0.94781419,0.04106260137938087,5.934840988964709e-6,0.2520489658592161,3.228984328090708e-7
16,0.399115029,0.266076686,0.266076686,1.064306744,0.266076686,0.266076686,0.133038343,0.0,0.133038343,0.133038343,0.439026532,0.931268401,1.33038343,0.133038343,1,8.651096908,7.51663,0.076197664,0.018273153,Unknown,H1-16-all-fractions_metab_conc_6,0.421288086,#c7c7c7,,0.053416407049646335,0.29782802675482384,0.3787830000191218,0.017871661149443576
17,0.700588018,0.560470414,0.280235207,1.401176035,0.840705621,0.560470414,0.420352811,0.0,0.0,0.140117604,0.462388092,0.420352811,1.401176035,0.140117604,2,11.422852,7.136862,0.148088634,0.015029396,Unknown,H1-16-all-fractions_metab_conc_65,0.723940951,#c7c7c7,,0.025018196259463443,3.070360012440509e-5,NaN,1.0185589561226e-6
18,0.791858805,0.633487044,0.158371761,1.425345848,0.791858805,0.475115283,0.950230566,0.0,0.0,0.475115283,0.427603754,0.791858805,1.425345848,0.0,2,14.029076,6.314257,0.03030115,0.012167431,Ktedonobacteria,H1-16-all-fractions_metab_conc_68,0.712672924,#7f7f7f,1.081859716,0.05624573095009916,2.796329024760895e-6,NaN,6.133394486741197e-8
19,0.484355675,0.242177837,0.242177837,0.242177837,0.484355675,0.484355675,0.484355675,0.0,0.0,0.242177837,0.484355675,1.210889187,1.9374227,0.0,1,3.118811965,4.129197,0.361930294,0.020379413,Actinobacteria,H1-16-all-fractions_metab_conc_94,0.363266756,#5254a3,0.827954149,0.057682742032945246,0.7252281964086374,0.7259216344609561,0.03592244407525402
20,0.503143135,0.335428757,0.167714378,0.838571892,0.838571892,0.335428757,0.670857514,0.0,0.0,0.0,0.436057384,1.341715027,2.012572541,0.0,1,19.08184402,5.962518,0.014034573,0.014351625,Alphaproteobacteria,H1-16-all-fractions_metab_conc_99,0.503143135,#e7ba52,0.960118077,0.05935078665686948,2.3496200466884705e-6,NaN,5.192189369440641e-8
21,0.880967232,0.587311488,0.293655744,1.468278719,0.293655744,0.587311488,1.468278719,0.0,0.0,0.587311488,0.73413936,1.174622975,0.880967232,0.0,2,7.51568332,3.405348,0.006332061,0.004898034,Actinobacteria,H1-16-all-fractions_metab_maxb_54,0.685196736,#5254a3,0.827954149,0.051042983453125274,2.9973750119804254e-6,NaN,1.206675853054925e-7
22,0.432696447,0.288464298,0.288464298,1.153857193,0.288464298,0.288464298,0.144232149,0.0,0.144232149,0.144232149,0.475966092,0.721160746,1.442321491,0.144232149,1,11.8458446,6.933267,0.085899703,0.004585616,Unknown,H1-18-all-fractions_conc_108,0.456735139,#c7c7c7,,0.038777158989470796,7.621773338048021e-5,0.18701300486414174,4.389793660216226e-6
23,1.246420695,0.415473565,0.207736783,1.454157478,0.415473565,0.415473565,0.0,0.0,0.0,0.0,0.560889313,1.66189426,2.285104608,0.207736783,2,4.001467519,4.813784,0.079239471,0.002608014,Deltaproteobacteria,H1-18-all-fractions_conc_118,0.692455942,#8ca252,1.276667049,0.04180258254556402,0.496209962655315,0.6976435609881314,0.03179525162579619
24,0.642723915,0.42848261,0.214241305,1.713930441,0.642723915,0.42848261,0.214241305,0.0,0.0,0.214241305,0.449906741,0.642723915,1.285447831,0.0,2,6.405431167,4.667634,0.073486489,0.005459498,Actinobacteria,H1-18-all-fractions_conc_122,0.6784308,#5254a3,0.827954149,0.05537353843841807,0.5653120593595959,0.5668072204650985,0.03303580840354427
25,0.771380994,0.482113121,0.289267873,1.157071491,0.67495837,0.385690497,0.482113121,0.096422624,0.096422624,0.192845248,0.35676371,0.771380994,0.771380994,0.192845248,1,4.727727783,10.37101,0.115015069,0.00127024,Actinobacteria,H1-18-all-fractions_conc_125,0.626747057,#5254a3,0.827954149,0.041171710087324856,0.04541454346596159,0.1929752555326281,0.004880317415675867
26,0.705352923,0.940470564,0.235117641,1.410705847,0.470235282,0.705352923,0.705352923,0.0,0.235117641,0.235117641,0.728864687,1.175588206,1.880941129,0.235117641,1,4.437995665,4.25319,0.197362366,0.011736712,Unknown,H1-18-all-fractions_conc_24,0.744539197,#c7c7c7,,0.03932160449314164,0.46363289939434127,0.5149328360827555,0.03105577952421439
27,0.463621477,0.695432216,0.231810739,0.927242954,0.231810739,0.231810739,0.0,0.0,0.231810739,0.0,0.741794363,1.159053693,1.62267517,0.231810739,1,8.33625275,4.313864,0.103351453,0.008112138,Unknown,H1-18-all-fractions_conc_3,0.463621477,#c7c7c7,,0.04410257269182445,0.751494495100289,0.5685294940183191,0.03984857116764931
28,1.090326262,1.453768349,0.363442087,2.180652524,0.726884175,1.090326262,0.363442087,0.0,0.0,0.0,1.090326262,1.090326262,2.180652524,0.726884175,3,3.088058833,2.75147,0.211573018,0.00756984,Unknown,H1-18-all-fractions_conc_32,1.150899943,#c7c7c7,,0.042941272795312575,0.29624056765054546,0.6174002023910805,0.02720251846821018
29,0.569178851,0.455343081,0.341507311,1.138357703,0.569178851,0.227671541,0.796850392,0.0,0.0,0.11383577,0.364274465,0.455343081,1.024521932,0.11383577,2,15.22329406,8.784585,0.073962215,0.003982748,Unknown,H1-18-all-fractions_conc_53,0.550206223,#c7c7c7,,0.020419499694639718,3.238195042607655e-5,NaN,6.947361218508408e-7
30,0.405234495,0.607851743,0.202617248,1.418320733,0.202617248,0.202617248,0.81046899,0.0,0.202617248,0.202617248,0.749683816,2.026172475,2.026172475,0.202617248,1,0.707483235,4.935414,0.305064588,0.01651335,Betaproteobacteria,H1-18-all-fractions_conc_55,0.506543119,#ff7f0e,0.898997439,0.07192101552773981,0.6521195022041713,0.28804162351337737,0.05814891330714881
31,1.005439427,0.670292952,0.167573238,2.178452092,0.670292952,0.502719714,0.670292952,0.167573238,0.167573238,0.335146476,0.586506333,1.340585903,1.508159141,0.167573238,1,5.042025073,5.96754,0.110967437,0.000403695,Actinobacteria,H1-18-all-fractions_conc_96,0.865795062,#5254a3,0.827954149,0.05004351011870702,0.3423162700360848,0.41453012291675,0.026736228780864152
32,0.70130801,0.70130801,0.70130801,1.051962014,0.350654005,1.051962014,0.0,0.0,0.0,0.350654005,0.911700412,1.051962014,2.805232038,0.0,3,7.370276733,2.851814,0.047376322,0.006644548,Actinobacteria,H1-18-all-fractions_maxb_99,0.759750344,#5254a3,0.827954149,0.0473065415547193,0.5122330597986163,0.4785889573578239,0.03269803035692477
33,0.786591138,1.179886707,0.393295569,2.359773415,0.393295569,0.393295569,0.786591138,0.0,0.393295569,0.393295569,1.179886707,0.786591138,3.932955691,0.393295569,1,7.700285451,2.542617,0.233278178,0.038102702,Alphaproteobacteria,H1-18-all-fractions_metab_69,0.917689661,#e7ba52,0.960118077,0.04774972201416137,3.5463116253433405e-6,NaN,1.615830616245395e-7
34,0.833131993,0.499879196,0.333252797,1.333011189,0.833131993,0.499879196,0.333252797,0.0,0.0,0.333252797,0.433228636,0.499879196,0.999758392,0.0,2,14.58193191,6.00145,0.032034847,0.00145774,Ktedonobacteria,H1-18-all-fractions_metab_85,0.722047727,#7f7f7f,1.081859716,0.03348547902350668,3.1613601431007388e-6,NaN,8.950987914033348e-8
35,1.113134542,0.278283636,0.834850907,1.669701814,0.834850907,0.556567271,0.278283636,0.0,0.0,0.0,0.640052362,0.834850907,2.782836356,0.0,2,6.021960801,3.593456,0.173191597,0.006566371,Actinobacteria,H1-18-all-fractions_metab_conc_10,0.881231513,#5254a3,0.827954149,0.05308350673465057,0.5174378590996896,0.5306293608252608,0.031482755747319895
36,1.367151808,1.367151808,0.455717269,2.278586347,0.911434539,0.455717269,0.0,0.0,0.0,0.0,1.276008354,0.911434539,3.645738155,0.455717269,3,5.26297304,2.194343,0.232833238,0.010115831,Alphaproteobacteria,H1-18-all-fractions_metab_conc_103,1.139293173,#e7ba52,0.960118077,0.04132173025207438,0.313086802835251,0.5507566253284752,0.023123522142510053
37,1.2584695,1.0067756,0.2516939,2.516938999,1.0067756,0.5033878,0.0,0.0,0.0,0.0,0.65440414,0.5033878,2.768632899,0.0,2,15.6106122,3.97308,0.112339536,0.005688444,Unknown,H1-18-all-fractions_metab_conc_105,1.090673566,#c7c7c7,,0.03488619611367647,6.7795174368765065e-6,0.9878990688753888,2.683157440114664e-7
38,0.935338418,0.467669209,0.467669209,1.870676837,0.701503814,0.935338418,0.701503814,0.0,0.0,0.467669209,0.420902288,0.467669209,2.338346046,0.0,2,7.023739736,4.276527,0.16043056,0.02311264,Actinobacteria,H1-18-all-fractions_metab_conc_14,0.896365984,#5254a3,0.827954149,0.04200809463473972,2.7564407537361016e-6,0.997700431422087,1.0380831082406947e-7
39,0.879285528,0.879285528,0.586190352,1.758571056,0.586190352,0.879285528,0.293095176,0.0,0.0,0.0,0.674118905,1.758571056,2.344761407,0.293095176,3,21.98355354,3.411861,0.039201955,0.008474596,Unknown,H1-18-all-fractions_metab_conc_17,0.928134724,#c7c7c7,,0.06418949097427211,2.6673573943072746e-6,NaN,5.8965156968614305e-8
40,1.151884848,0.767923232,0.383961616,1.535846465,0.767923232,0.767923232,1.151884848,0.0,0.0,0.0,0.998300202,1.919808081,2.687731313,0.0,3,10.29552293,2.604427,0.084928941,0.004466208,Alphaproteobacteria,H1-18-all-fractions_metab_conc_19,0.895910438,#e7ba52,0.960118077,0.06382323170592451,3.1232029677169993e-6,NaN,1.299481557217797e-7
41,0.493379829,0.493379829,0.164459943,0.657839773,0.493379829,0.164459943,1.809059375,0.164459943,0.164459943,0.328919886,0.559163807,3.782578692,1.809059375,0.657839773,1,1.788480965,6.080508,0.339751045,0.004186225,Betaproteobacteria,H1-18-all-fractions_metab_conc_2,0.411149858,#ff7f0e,0.898997439,0.04624939619534617,0.540395978856251,0.635829570569607,0.03373446553579628
42,0.856586321,0.856586321,0.571057547,1.427643868,0.856586321,0.571057547,1.427643868,0.0,0.0,0.0,0.799480566,0.571057547,2.855287736,0.285528774,3,15.59378121,3.502274,0.161126865,0.004979885,Unknown,H1-18-all-fractions_metab_conc_20,0.856586321,#c7c7c7,,0.04034984549192691,2.669741674140172e-6,0.9795782894819419,3.045522248096483e-8
43,1.119028862,1.119028862,1.119028862,1.492038483,0.373009621,0.746019241,0.746019241,0.0,0.0,0.373009621,0.89522309,1.492038483,2.984076965,0.373009621,3,14.35227192,2.680896,0.180396305,0.00499487,Unknown,H1-18-all-fractions_metab_conc_22,0.994692322,#c7c7c7,,0.045241057304663344,2.075568097270882e-6,0.9577478561184017,5.7735206494249535e-8
44,0.767454113,1.151181169,0.383727056,1.918635282,0.767454113,0.383727056,1.534908226,0.0,0.0,0.0,0.61396329,1.151181169,2.686089395,0.383727056,3,5.25390499,2.606019,0.137968284,0.008903001,Unknown,H1-18-all-fractions_metab_conc_23,0.895363132,#c7c7c7,,0.05214857103037744,4.313761204417231e-6,0.13560680404201148,2.368185484125841e-7
45,0.510678674,0.255339337,0.255339337,0.255339337,0.510678674,0.510678674,0.510678674,0.0,0.0,0.255339337,0.536212608,1.276696685,2.042714696,0.0,1,2.276947043,3.916357,0.361960111,0.015132966,Actinobacteria,H1-18-all-fractions_metab_conc_27,0.383009006,#5254a3,0.827954149,0.058335125585141756,0.7227585225504775,0.7450740351924272,0.03772476920071852
46,0.496351321,0.496351321,0.248175661,0.744526982,0.0,0.248175661,0.992702643,0.0,0.248175661,0.496351321,0.545986454,1.985405286,1.985405286,0.248175661,1,14.04808476,4.029404,0.019103693,0.003149952,Alphaproteobacteria,H1-18-all-fractions_metab_conc_36,0.372263491,#e7ba52,0.960118077,0.04144349254001789,3.706081986516344e-6,0.9821385755776068,1.1914337667989679e-7
47,0.849926375,0.849926375,0.212481594,1.912334344,1.062407969,0.637444781,0.424963188,0.0,0.212481594,0.212481594,0.616196622,0.849926375,1.69985275,0.212481594,2,4.772964825,4.70629,0.206803706,0.007786584,Unknown,H1-18-all-fractions_metab_conc_37,0.920753573,#c7c7c7,,0.037741569592099025,0.34984731662691826,0.49738237302595595,0.02450218093632113
48,0.635239868,0.635239868,0.317619934,1.58809967,0.317619934,0.317619934,0.317619934,0.0,0.0,0.0,0.921097809,0.952859802,2.540959473,0.317619934,3,7.641611638,3.148417,0.088498895,0.010290479,Unknown,H1-18-all-fractions_metab_conc_40,0.635239868,#c7c7c7,,0.05000097590349206,0.6111667809936975,0.501965350737022,0.04671026809493637
49,1.033577843,1.378103791,0.344525948,2.067155687,0.689051896,1.033577843,0.344525948,0.0,0.0,0.0,1.033577843,2.067155687,2.756207582,0.344525948,3,4.471106442,2.902539,0.215407537,0.008989133,Unknown,H1-18-all-fractions_metab_conc_44,1.090998835,#c7c7c7,,0.04054805700824134,0.27869255027568357,0.5660330122102938,0.022663446673911257
50,0.780277336,0.468166401,0.312110934,2.028721072,0.624221868,0.624221868,1.09238827,0.0,0.0,0.156055467,0.514983041,1.560554671,1.09238827,0.312110934,2,4.535545134,6.407978,0.312627664,0.003020021,Betaproteobacteria,H1-18-all-fractions_metab_conc_47,0.80628658,#ff7f0e,0.898997439,0.05795421565423048,0.3302553084878109,0.41959552164027747,0.02468231735366642
51,0.572100272,0.381400181,0.190700091,0.953500453,0.953500453,0.190700091,0.762800362,0.0,0.0,0.0,0.476750226,1.144200543,2.288401087,0.0,1,17.8708691,5.243836,0.01307092,0.014516277,Alphaproteobacteria,H1-18-all-fractions_metab_conc_5,0.540316923,#e7ba52,0.960118077,0.05106799852494518,2.3876700854769607e-6,NaN,4.73448231912571e-8
52,0.505692198,0.505692198,0.252846099,1.390653544,0.632115247,0.252846099,0.632115247,0.126423049,0.0,0.126423049,0.341342234,0.758538297,1.137807445,0.126423049,1,16.57048401,7.90995,0.01926603,0.004837107,Unknown,H1-18-all-fractions_metab_conc_56,0.589974231,#c7c7c7,,0.02557156719419562,2.991348550464225e-5,NaN,7.864542584505306e-7
53,0.552931078,0.552931078,0.184310359,0.737241438,0.368620719,0.184310359,0.184310359,0.0,0.0,0.184310359,0.534500042,1.105862157,1.658793235,0.0,1,12.57927237,5.425631,0.206300942,0.046634968,Unknown,H1-18-all-fractions_metab_conc_57,0.430057505,#c7c7c7,,0.0390655237244032,2.9430477997459618e-5,0.16592764175317462,1.6558101324969502e-6
54,1.232842936,0.410947645,0.821895291,1.643790581,0.821895291,1.232842936,0.0,0.0,0.0,0.410947645,0.986274349,0.821895291,2.465685872,0.0,3,5.859613724,2.4334,0.079818904,0.011779445,Actinobacteria,H1-18-all-fractions_metab_conc_61,1.027369113,#5254a3,0.827954149,0.039584844082108925,0.36121140021971465,0.5726813797201753,0.026672578243313455
55,0.555097292,0.832645938,0.277548646,1.38774323,0.555097292,0.277548646,0.277548646,0.0,0.277548646,0.0,0.832645938,1.38774323,3.053035105,0.277548646,1,5.565595628,3.602972,0.171958127,0.045656164,Alphaproteobacteria,H1-18-all-fractions_metab_conc_62,0.647613507,#e7ba52,0.960118077,0.04298321216189289,0.5281607765698489,0.4732154033753938,0.03463019468539957
56,1.537843247,0.512614416,0.512614416,2.050457662,0.512614416,0.512614416,0.0,0.0,0.0,0.512614416,1.33279748,1.537843247,3.075686493,0.0,2,4.73066805,1.950784,0.108830027,0.005179379,Actinobacteria,H1-18-all-fractions_metab_conc_71,0.939793095,#5254a3,0.827954149,0.04364340847239119,0.44770790208447286,0.45848362676854604,0.03449755269387492
57,0.823176366,0.823176366,0.411588183,1.646352732,0.0,0.411588183,0.411588183,0.0,0.0,0.0,0.823176366,1.234764549,3.704293647,0.0,3,14.59125587,2.429613,0.066556228,0.01711278,Thermoleophilia,H1-18-all-fractions_metab_conc_80,0.685980305,#d62728,0.94781419,0.05991798976889111,3.0273234226156255e-6,NaN,9.920852029485135e-8
58,0.992604107,0.661736071,0.330868036,1.654340178,0.330868036,0.330868036,0.661736071,0.0,0.0,0.330868036,0.794083285,0.330868036,2.316076249,0.0,2,7.031418841,3.022353,0.010633481,0.009043234,Thermoleophilia,H1-18-all-fractions_metab_conc_86,0.716880744,#d62728,0.94781419,0.05372381563521766,3.4782483336411255e-6,0.9774679135728365,1.1146756642013639e-7
59,0.791979466,0.791979466,0.197994866,1.583958931,0.593984599,0.197994866,0.791979466,0.0,0.0,0.0,0.514786653,0.593984599,1.583958931,0.197994866,2,24.72529222,5.050636,0.085802305,0.008030004,Unknown,H1-18-all-fractions_metab_maxb_101,0.692982032,#c7c7c7,,0.0526404584132715,3.504688013388662e-6,NaN,3.9501067047662526e-8
60,0.784714186,0.523142791,0.261571395,1.830999768,0.523142791,0.523142791,1.307856977,0.0,0.0,0.523142791,0.627771349,1.307856977,1.830999768,0.0,2,6.233056462,3.823048,0.007049551,0.004892829,Actinobacteria,H1-18-all-fractions_metab_maxb_28,0.741118954,#5254a3,0.827954149,0.043709766583060125,4.935626261674642e-6,0.2486926273672429,2.7556768645419124e-7
61,1.381179605,1.104943684,0.276235921,3.03859513,1.104943684,0.828707763,0.552471842,0.0,0.276235921,0.276235921,0.607719026,0.828707763,2.209887368,0.276235921,2,8.53937718,3.620094,0.234464561,0.002685764,Sphingobacteriia,H1-18-all-fractions_metab_maxb_45,1.289100964,#dbdb8d,0.851238818,0.07479388106492929,2.6274698377267776e-6,NaN,1.2302807436899538e-7
62,0.97464272,0.97464272,0.97464272,0.97464272,0.0,0.97464272,0.0,0.0,0.0,0.48732136,0.925910584,0.48732136,3.898570881,0.0,3,12.85630405,2.052034,0.187526765,0.007159822,Unknown,H1-18-all-fractions_metab_maxbC_21,0.812202267,#c7c7c7,,0.07864237541460434,2.433861112531358e-6,0.14763228763758945,1.0458225251950613e-7
63,1.315848341,0.877232227,0.438616114,2.631696681,0.438616114,0.438616114,0.438616114,0.0,0.438616114,0.0,1.052678672,0.877232227,2.631696681,0.438616114,1,11.2120019,2.279898,0.175377141,0.009503544,Unknown,H1-18-all-fractions_metab_maxbC_65,1.023437598,#c7c7c7,,0.06700227403078472,1.680619124388131e-6,0.9590850070586382,5.693825281211522e-8
64,0.916190385,0.732952308,0.366476154,1.282666539,0.732952308,0.549714231,0.732952308,0.183238077,0.0,0.366476154,0.531390423,0.916190385,1.282666539,0.183238077,1,13.00466814,5.457381,-0.022577186,0.00684591,Ktedonobacteria,H2-16-all-fractions_maxb_conc_24,0.763491988,#7f7f7f,1.081859716,0.03249414276558153,3.233304868718497e-6,NaN,9.972323181869259e-8
65,0.460818663,0.460818663,0.230409331,1.843274651,0.0,0.230409331,0.460818663,0.0,0.0,0.0,0.622105195,1.382455988,0.921637326,0.230409331,1,6.64767728,4.340102,-0.000647627,0.002065213,Unknown,H2-16-all-fractions_metab_114,0.537621773,#c7c7c7,,0.045126707021054376,0.6936350307754505,0.5220877474341998,0.03757737424931637
66,1.058215989,0.705477326,0.352738663,2.469170641,0.352738663,0.352738663,0.352738663,0.0,0.0,0.0,0.917120524,0.352738663,3.174647967,0.352738663,3,13.95146648,2.83496,0.237548963,0.004375154,Unknown,H2-16-all-fractions_metab_12,0.881846657,#c7c7c7,,0.051219446733850066,2.2368743506726315e-6,NaN,4.639815485828398e-8
67,1.001528733,0.801222987,0.200305747,1.80275172,0.60091724,0.60091724,0.60091724,0.0,0.0,0.0,0.640978389,0.60091724,1.602445974,0.0,2,9.09779839,4.992368,0.128491341,0.005414039,Unknown,H2-16-all-fractions_metab_121,0.834607278,#c7c7c7,,0.04722698508380872,1.472329480626571e-5,NaN,5.472666297565888e-7
68,0.838072283,1.257108424,0.419036141,2.514216849,0.838072283,0.419036141,0.838072283,0.0,0.0,0.838072283,0.963783125,0.0,2.095180707,0.0,2,10.13292711,2.386429,-0.134424825,0.004832345,Actinobacteria,H2-16-all-fractions_metab_123,1.047590354,#5254a3,0.827954149,0.07111192242491476,1.6837171151601498e-6,0.999884323175243,NaN
69,0.875873794,0.437936897,0.437936897,1.31381069,0.875873794,0.656905345,0.437936897,0.0,0.0,0.0,0.591214811,1.094842242,1.751747587,0.0,2,5.553195286,4.566868,0.133919984,0.011229863,Actinobacteria,H2-16-all-fractions_metab_126,0.766389569,#5254a3,0.827954149,0.052789851430837906,0.46247497379512675,0.5650683406716658,0.030193346573974718
70,0.740857083,0.740857083,0.370428541,1.481714165,0.0,0.370428541,0.370428541,0.0,0.0,0.370428541,0.666771374,0.740857083,2.963428331,0.0,2,14.29636386,2.699576,0.03353344,0.008341257,Actinobacteria,H2-16-all-fractions_metab_138,0.617380902,#5254a3,0.827954149,0.054530414815513385,2.3256370689831994e-6,NaN,6.907463487423488e-8
71,0.450143663,0.450143663,0.450143663,0.900287327,0.225071832,0.675215495,0.450143663,0.0,0.0,0.450143663,0.585186762,1.125359158,2.025646485,0.0,1,6.071742853,4.443026,0.071698532,0.017240024,Actinobacteria,H2-16-all-fractions_metab_56,0.525167607,#5254a3,0.827954149,0.05100338971961668,0.7157128797801854,0.5485912229256504,0.042261940448814095
72,0.921600661,1.228800881,0.30720022,2.150401541,0.61440044,0.61440044,0.61440044,0.0,0.0,0.30720022,0.860160617,0.921600661,2.764801982,0.30720022,3,6.509566531,3.255206,0.236190305,0.011101809,Alphaproteobacteria,H2-16-all-fractions_metab_57,0.972800697,#e7ba52,0.960118077,0.04165268639067241,6.031334984046774e-6,0.2901516518399587,4.466095764331668e-7
